# Godot class reference — one row per member
# class	kind	name	signature	brief
@GlobalScope	enum-value	KEY_F26	Key.KEY_F26 = 4194357	F26 key.
@GlobalScope	enum-value	KEY_F27	Key.KEY_F27 = 4194358	F27 key.
@GlobalScope	enum-value	KEY_F28	Key.KEY_F28 = 4194359	F28 key.
@GlobalScope	enum-value	KEY_F29	Key.KEY_F29 = 4194360	F29 key.
@GlobalScope	enum-value	KEY_F30	Key.KEY_F30 = 4194361	F30 key.
@GlobalScope	enum-value	KEY_F31	Key.KEY_F31 = 4194362	F31 key.
@GlobalScope	enum-value	KEY_F32	Key.KEY_F32 = 4194363	F32 key.
@GlobalScope	enum-value	KEY_F33	Key.KEY_F33 = 4194364	F33 key.
@GlobalScope	enum-value	KEY_F34	Key.KEY_F34 = 4194365	F34 key.
@GlobalScope	enum-value	KEY_F35	Key.KEY_F35 = 4194366	F35 key.
@GlobalScope	enum-value	KEY_KP_MULTIPLY	Key.KEY_KP_MULTIPLY = 4194433	Multiply (*) key on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_DIVIDE	Key.KEY_KP_DIVIDE = 4194434	Divide (/) key on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_SUBTRACT	Key.KEY_KP_SUBTRACT = 4194435	Subtract (-) key on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_PERIOD	Key.KEY_KP_PERIOD = 4194436	Period (.) key on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_ADD	Key.KEY_KP_ADD = 4194437	Add (+) key on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_0	Key.KEY_KP_0 = 4194438	Number 0 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_1	Key.KEY_KP_1 = 4194439	Number 1 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_2	Key.KEY_KP_2 = 4194440	Number 2 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_3	Key.KEY_KP_3 = 4194441	Number 3 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_4	Key.KEY_KP_4 = 4194442	Number 4 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_5	Key.KEY_KP_5 = 4194443	Number 5 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_6	Key.KEY_KP_6 = 4194444	Number 6 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_7	Key.KEY_KP_7 = 4194445	Number 7 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_8	Key.KEY_KP_8 = 4194446	Number 8 on the numeric keypad.
@GlobalScope	enum-value	KEY_KP_9	Key.KEY_KP_9 = 4194447	Number 9 on the numeric keypad.
@GlobalScope	enum-value	KEY_MENU	Key.KEY_MENU = 4194370	Context menu key.
@GlobalScope	enum-value	KEY_HYPER	Key.KEY_HYPER = 4194371	Hyper key.
@GlobalScope	enum-value	KEY_HELP	Key.KEY_HELP = 4194373	Help key.
@GlobalScope	enum-value	KEY_BACK	Key.KEY_BACK = 4194376	Back key.
@GlobalScope	enum-value	KEY_FORWARD	Key.KEY_FORWARD = 4194377	Forward key.
@GlobalScope	enum-value	KEY_STOP	Key.KEY_STOP = 4194378	Media stop key.
@GlobalScope	enum-value	KEY_REFRESH	Key.KEY_REFRESH = 4194379	Refresh key.
@GlobalScope	enum-value	KEY_VOLUMEDOWN	Key.KEY_VOLUMEDOWN = 4194380	Volume down key.
@GlobalScope	enum-value	KEY_VOLUMEMUTE	Key.KEY_VOLUMEMUTE = 4194381	Mute volume key.
@GlobalScope	enum-value	KEY_VOLUMEUP	Key.KEY_VOLUMEUP = 4194382	Volume up key.
@GlobalScope	enum-value	KEY_MEDIAPLAY	Key.KEY_MEDIAPLAY = 4194388	Media play key.
@GlobalScope	enum-value	KEY_MEDIASTOP	Key.KEY_MEDIASTOP = 4194389	Media stop key.
@GlobalScope	enum-value	KEY_MEDIAPREVIOUS	Key.KEY_MEDIAPREVIOUS = 4194390	Previous song key.
@GlobalScope	enum-value	KEY_MEDIANEXT	Key.KEY_MEDIANEXT = 4194391	Next song key.
@GlobalScope	enum-value	KEY_MEDIARECORD	Key.KEY_MEDIARECORD = 4194392	Media record key.
@GlobalScope	enum-value	KEY_HOMEPAGE	Key.KEY_HOMEPAGE = 4194393	Home page key.
@GlobalScope	enum-value	KEY_FAVORITES	Key.KEY_FAVORITES = 4194394	Favorites key.
@GlobalScope	enum-value	KEY_SEARCH	Key.KEY_SEARCH = 4194395	Search key.
@GlobalScope	enum-value	KEY_STANDBY	Key.KEY_STANDBY = 4194396	Standby key.
@GlobalScope	enum-value	KEY_OPENURL	Key.KEY_OPENURL = 4194397	Open URL / Launch Browser key.
@GlobalScope	enum-value	KEY_LAUNCHMAIL	Key.KEY_LAUNCHMAIL = 4194398	Launch Mail key.
@GlobalScope	enum-value	KEY_LAUNCHMEDIA	Key.KEY_LAUNCHMEDIA = 4194399	Launch Media key.
@GlobalScope	enum-value	KEY_LAUNCH0	Key.KEY_LAUNCH0 = 4194400	Launch Shortcut 0 key.
@GlobalScope	enum-value	KEY_LAUNCH1	Key.KEY_LAUNCH1 = 4194401	Launch Shortcut 1 key.
@GlobalScope	enum-value	KEY_LAUNCH2	Key.KEY_LAUNCH2 = 4194402	Launch Shortcut 2 key.
@GlobalScope	enum-value	KEY_LAUNCH3	Key.KEY_LAUNCH3 = 4194403	Launch Shortcut 3 key.
@GlobalScope	enum-value	KEY_LAUNCH4	Key.KEY_LAUNCH4 = 4194404	Launch Shortcut 4 key.
@GlobalScope	enum-value	KEY_LAUNCH5	Key.KEY_LAUNCH5 = 4194405	Launch Shortcut 5 key.
@GlobalScope	enum-value	KEY_LAUNCH6	Key.KEY_LAUNCH6 = 4194406	Launch Shortcut 6 key.
@GlobalScope	enum-value	KEY_LAUNCH7	Key.KEY_LAUNCH7 = 4194407	Launch Shortcut 7 key.
@GlobalScope	enum-value	KEY_LAUNCH8	Key.KEY_LAUNCH8 = 4194408	Launch Shortcut 8 key.
@GlobalScope	enum-value	KEY_LAUNCH9	Key.KEY_LAUNCH9 = 4194409	Launch Shortcut 9 key.
@GlobalScope	enum-value	KEY_LAUNCHA	Key.KEY_LAUNCHA = 4194410	Launch Shortcut A key.
@GlobalScope	enum-value	KEY_LAUNCHB	Key.KEY_LAUNCHB = 4194411	Launch Shortcut B key.
@GlobalScope	enum-value	KEY_LAUNCHC	Key.KEY_LAUNCHC = 4194412	Launch Shortcut C key.
@GlobalScope	enum-value	KEY_LAUNCHD	Key.KEY_LAUNCHD = 4194413	Launch Shortcut D key.
@GlobalScope	enum-value	KEY_LAUNCHE	Key.KEY_LAUNCHE = 4194414	Launch Shortcut E key.
@GlobalScope	enum-value	KEY_LAUNCHF	Key.KEY_LAUNCHF = 4194415	Launch Shortcut F key.
@GlobalScope	enum-value	KEY_GLOBE	Key.KEY_GLOBE = 4194416	"Globe" key on Mac / iPad keyboard.
@GlobalScope	enum-value	KEY_KEYBOARD	Key.KEY_KEYBOARD = 4194417	"On-screen keyboard" key on iPad keyboard.
@GlobalScope	enum-value	KEY_JIS_EISU	Key.KEY_JIS_EISU = 4194418	英数 key on Mac keyboard.
@GlobalScope	enum-value	KEY_JIS_KANA	Key.KEY_JIS_KANA = 4194419	かな key on Mac keyboard.
@GlobalScope	enum-value	KEY_UNKNOWN	Key.KEY_UNKNOWN = 8388607	Unknown key.
@GlobalScope	enum-value	KEY_SPACE	Key.KEY_SPACE = 32	Space key.
@GlobalScope	enum-value	KEY_EXCLAM	Key.KEY_EXCLAM = 33	Exclamation mark (!) key.
@GlobalScope	enum-value	KEY_QUOTEDBL	Key.KEY_QUOTEDBL = 34	Double quotation mark (") key.
@GlobalScope	enum-value	KEY_NUMBERSIGN	Key.KEY_NUMBERSIGN = 35	Number sign or hash (#) key.
@GlobalScope	enum-value	KEY_DOLLAR	Key.KEY_DOLLAR = 36	Dollar sign ($) key.
@GlobalScope	enum-value	KEY_PERCENT	Key.KEY_PERCENT = 37	Percent sign (%) key.
@GlobalScope	enum-value	KEY_AMPERSAND	Key.KEY_AMPERSAND = 38	Ampersand (&) key.
@GlobalScope	enum-value	KEY_APOSTROPHE	Key.KEY_APOSTROPHE = 39	Apostrophe (') key.
@GlobalScope	enum-value	KEY_PARENLEFT	Key.KEY_PARENLEFT = 40	Left parenthesis (() key.
@GlobalScope	enum-value	KEY_PARENRIGHT	Key.KEY_PARENRIGHT = 41	Right parenthesis ()) key.
@GlobalScope	enum-value	KEY_ASTERISK	Key.KEY_ASTERISK = 42	Asterisk (*) key.
@GlobalScope	enum-value	KEY_PLUS	Key.KEY_PLUS = 43	Plus (+) key.
@GlobalScope	enum-value	KEY_COMMA	Key.KEY_COMMA = 44	Comma (,) key.
@GlobalScope	enum-value	KEY_MINUS	Key.KEY_MINUS = 45	Minus (-) key.
@GlobalScope	enum-value	KEY_PERIOD	Key.KEY_PERIOD = 46	Period (.) key.
@GlobalScope	enum-value	KEY_SLASH	Key.KEY_SLASH = 47	Slash (/) key.
@GlobalScope	enum-value	KEY_0	Key.KEY_0 = 48	Number 0 key.
@GlobalScope	enum-value	KEY_1	Key.KEY_1 = 49	Number 1 key.
@GlobalScope	enum-value	KEY_2	Key.KEY_2 = 50	Number 2 key.
@GlobalScope	enum-value	KEY_3	Key.KEY_3 = 51	Number 3 key.
@GlobalScope	enum-value	KEY_4	Key.KEY_4 = 52	Number 4 key.
@GlobalScope	enum-value	KEY_5	Key.KEY_5 = 53	Number 5 key.
@GlobalScope	enum-value	KEY_6	Key.KEY_6 = 54	Number 6 key.
@GlobalScope	enum-value	KEY_7	Key.KEY_7 = 55	Number 7 key.
@GlobalScope	enum-value	KEY_8	Key.KEY_8 = 56	Number 8 key.
@GlobalScope	enum-value	KEY_9	Key.KEY_9 = 57	Number 9 key.
@GlobalScope	enum-value	KEY_COLON	Key.KEY_COLON = 58	Colon (:) key.
@GlobalScope	enum-value	KEY_SEMICOLON	Key.KEY_SEMICOLON = 59	Semicolon (;) key.
@GlobalScope	enum-value	KEY_LESS	Key.KEY_LESS = 60	Less-than sign (<) key.
@GlobalScope	enum-value	KEY_EQUAL	Key.KEY_EQUAL = 61	Equal sign (=) key.
@GlobalScope	enum-value	KEY_GREATER	Key.KEY_GREATER = 62	Greater-than sign (>) key.
@GlobalScope	enum-value	KEY_QUESTION	Key.KEY_QUESTION = 63	Question mark (?) key.
@GlobalScope	enum-value	KEY_AT	Key.KEY_AT = 64	At sign (@) key.
@GlobalScope	enum-value	KEY_A	Key.KEY_A = 65	A key.
@GlobalScope	enum-value	KEY_B	Key.KEY_B = 66	B key.
@GlobalScope	enum-value	KEY_C	Key.KEY_C = 67	C key.
@GlobalScope	enum-value	KEY_D	Key.KEY_D = 68	D key.
@GlobalScope	enum-value	KEY_E	Key.KEY_E = 69	E key.
@GlobalScope	enum-value	KEY_F	Key.KEY_F = 70	F key.
@GlobalScope	enum-value	KEY_G	Key.KEY_G = 71	G key.
@GlobalScope	enum-value	KEY_H	Key.KEY_H = 72	H key.
@GlobalScope	enum-value	KEY_I	Key.KEY_I = 73	I key.
@GlobalScope	enum-value	KEY_J	Key.KEY_J = 74	J key.
@GlobalScope	enum-value	KEY_K	Key.KEY_K = 75	K key.
@GlobalScope	enum-value	KEY_L	Key.KEY_L = 76	L key.
@GlobalScope	enum-value	KEY_M	Key.KEY_M = 77	M key.
@GlobalScope	enum-value	KEY_N	Key.KEY_N = 78	N key.
@GlobalScope	enum-value	KEY_O	Key.KEY_O = 79	O key.
@GlobalScope	enum-value	KEY_P	Key.KEY_P = 80	P key.
@GlobalScope	enum-value	KEY_Q	Key.KEY_Q = 81	Q key.
@GlobalScope	enum-value	KEY_R	Key.KEY_R = 82	R key.
@GlobalScope	enum-value	KEY_S	Key.KEY_S = 83	S key.
@GlobalScope	enum-value	KEY_T	Key.KEY_T = 84	T key.
@GlobalScope	enum-value	KEY_U	Key.KEY_U = 85	U key.
@GlobalScope	enum-value	KEY_V	Key.KEY_V = 86	V key.
@GlobalScope	enum-value	KEY_W	Key.KEY_W = 87	W key.
@GlobalScope	enum-value	KEY_X	Key.KEY_X = 88	X key.
@GlobalScope	enum-value	KEY_Y	Key.KEY_Y = 89	Y key.
@GlobalScope	enum-value	KEY_Z	Key.KEY_Z = 90	Z key.
@GlobalScope	enum-value	KEY_BRACKETLEFT	Key.KEY_BRACKETLEFT = 91	Left bracket () key.
@GlobalScope	enum-value	KEY_BACKSLASH	Key.KEY_BACKSLASH = 92	Backslash (\) key.
@GlobalScope	enum-value	KEY_BRACKETRIGHT	Key.KEY_BRACKETRIGHT = 93	Right bracket () key.
@GlobalScope	enum-value	KEY_ASCIICIRCUM	Key.KEY_ASCIICIRCUM = 94	Caret (^) key.
@GlobalScope	enum-value	KEY_UNDERSCORE	Key.KEY_UNDERSCORE = 95	Underscore (_) key.
@GlobalScope	enum-value	KEY_QUOTELEFT	Key.KEY_QUOTELEFT = 96	Backtick (`) key.
@GlobalScope	enum-value	KEY_BRACELEFT	Key.KEY_BRACELEFT = 123	Left brace ({) key.
@GlobalScope	enum-value	KEY_BAR	Key.KEY_BAR = 124	Vertical bar or pipe (|) key.
@GlobalScope	enum-value	KEY_BRACERIGHT	Key.KEY_BRACERIGHT = 125	Right brace (}) key.
@GlobalScope	enum-value	KEY_ASCIITILDE	Key.KEY_ASCIITILDE = 126	Tilde (~) key.
@GlobalScope	enum-value	KEY_YEN	Key.KEY_YEN = 165	Yen symbol (¥) key.
@GlobalScope	enum-value	KEY_SECTION	Key.KEY_SECTION = 167	Section sign (§) key.
@GlobalScope	enum-value	KEY_CODE_MASK	KeyModifierMask.KEY_CODE_MASK = 8388607	Bit mask with all bits enabled except for modifier keys.
@GlobalScope	enum-value	KEY_MODIFIER_MASK	KeyModifierMask.KEY_MODIFIER_MASK = 2130706432	Bit mask with all modifier bits enabled.
@GlobalScope	enum-value	KEY_MASK_CMD_OR_CTRL	KeyModifierMask.KEY_MASK_CMD_OR_CTRL = 16777216	Automatically remapped to on macOS and on other platforms, this mask is never set in the actual events, and should be used for key mapping only.
@GlobalScope	enum-value	KEY_MASK_SHIFT	KeyModifierMask.KEY_MASK_SHIFT = 33554432	Shift key mask.
@GlobalScope	enum-value	KEY_MASK_ALT	KeyModifierMask.KEY_MASK_ALT = 67108864	Alt or Option (on macOS) key mask.
@GlobalScope	enum-value	KEY_MASK_META	KeyModifierMask.KEY_MASK_META = 134217728	Command (on macOS) or Meta/Windows key mask.
@GlobalScope	enum-value	KEY_MASK_CTRL	KeyModifierMask.KEY_MASK_CTRL = 268435456	Control key mask.
@GlobalScope	enum-value	KEY_MASK_KPAD	KeyModifierMask.KEY_MASK_KPAD = 536870912	Keypad key mask.
@GlobalScope	enum-value	KEY_MASK_GROUP_SWITCH	KeyModifierMask.KEY_MASK_GROUP_SWITCH = 1073741824	Group Switch key mask.
@GlobalScope	enum-value	KEY_LOCATION_UNSPECIFIED	KeyLocation.KEY_LOCATION_UNSPECIFIED = 0	Used for keys which only appear once, or when a comparison doesn't need to differentiate the LEFT and RIGHT versions.
@GlobalScope	enum-value	KEY_LOCATION_LEFT	KeyLocation.KEY_LOCATION_LEFT = 1	A key which is to the left of its twin.
@GlobalScope	enum-value	KEY_LOCATION_RIGHT	KeyLocation.KEY_LOCATION_RIGHT = 2	A key which is to the right of its twin.
@GlobalScope	enum-value	MOUSE_BUTTON_NONE	MouseButton.MOUSE_BUTTON_NONE = 0	Enum value which doesn't correspond to any mouse button.
@GlobalScope	enum-value	MOUSE_BUTTON_LEFT	MouseButton.MOUSE_BUTTON_LEFT = 1	Primary mouse button, usually assigned to the left button.
@GlobalScope	enum-value	MOUSE_BUTTON_RIGHT	MouseButton.MOUSE_BUTTON_RIGHT = 2	Secondary mouse button, usually assigned to the right button.
@GlobalScope	enum-value	MOUSE_BUTTON_MIDDLE	MouseButton.MOUSE_BUTTON_MIDDLE = 3	Middle mouse button.
@GlobalScope	enum-value	MOUSE_BUTTON_WHEEL_UP	MouseButton.MOUSE_BUTTON_WHEEL_UP = 4	Mouse wheel scrolling up.
@GlobalScope	enum-value	MOUSE_BUTTON_WHEEL_DOWN	MouseButton.MOUSE_BUTTON_WHEEL_DOWN = 5	Mouse wheel scrolling down.
@GlobalScope	enum-value	MOUSE_BUTTON_WHEEL_LEFT	MouseButton.MOUSE_BUTTON_WHEEL_LEFT = 6	Mouse wheel left button (only present on some mice).
@GlobalScope	enum-value	MOUSE_BUTTON_WHEEL_RIGHT	MouseButton.MOUSE_BUTTON_WHEEL_RIGHT = 7	Mouse wheel right button (only present on some mice).
@GlobalScope	enum-value	MOUSE_BUTTON_XBUTTON1	MouseButton.MOUSE_BUTTON_XBUTTON1 = 8	Extra mouse button 1. This is sometimes present, usually to the sides of the mouse.
@GlobalScope	enum-value	MOUSE_BUTTON_XBUTTON2	MouseButton.MOUSE_BUTTON_XBUTTON2 = 9	Extra mouse button 2. This is sometimes present, usually to the sides of the mouse.
@GlobalScope	enum-value	MOUSE_BUTTON_MASK_LEFT	MouseButtonMask.MOUSE_BUTTON_MASK_LEFT = 1	Primary mouse button mask, usually for the left button.
@GlobalScope	enum-value	MOUSE_BUTTON_MASK_RIGHT	MouseButtonMask.MOUSE_BUTTON_MASK_RIGHT = 2	Secondary mouse button mask, usually for the right button.
@GlobalScope	enum-value	MOUSE_BUTTON_MASK_MIDDLE	MouseButtonMask.MOUSE_BUTTON_MASK_MIDDLE = 4	Middle mouse button mask.
@GlobalScope	enum-value	MOUSE_BUTTON_MASK_MB_XBUTTON1	MouseButtonMask.MOUSE_BUTTON_MASK_MB_XBUTTON1 = 128	Extra mouse button 1 mask.
@GlobalScope	enum-value	MOUSE_BUTTON_MASK_MB_XBUTTON2	MouseButtonMask.MOUSE_BUTTON_MASK_MB_XBUTTON2 = 256	Extra mouse button 2 mask.
@GlobalScope	enum-value	JOY_BUTTON_INVALID	JoyButton.JOY_BUTTON_INVALID = -1	An invalid game controller button.
@GlobalScope	enum-value	JOY_BUTTON_A	JoyButton.JOY_BUTTON_A = 0	Game controller SDL button A.
@GlobalScope	enum-value	JOY_BUTTON_B	JoyButton.JOY_BUTTON_B = 1	Game controller SDL button B.
@GlobalScope	enum-value	JOY_BUTTON_X	JoyButton.JOY_BUTTON_X = 2	Game controller SDL button X.
@GlobalScope	enum-value	JOY_BUTTON_Y	JoyButton.JOY_BUTTON_Y = 3	Game controller SDL button Y.
@GlobalScope	enum-value	JOY_BUTTON_BACK	JoyButton.JOY_BUTTON_BACK = 4	Game controller SDL back button.
@GlobalScope	enum-value	JOY_BUTTON_GUIDE	JoyButton.JOY_BUTTON_GUIDE = 5	Game controller SDL guide button.
@GlobalScope	enum-value	JOY_BUTTON_START	JoyButton.JOY_BUTTON_START = 6	Game controller SDL start button.
@GlobalScope	enum-value	JOY_BUTTON_LEFT_STICK	JoyButton.JOY_BUTTON_LEFT_STICK = 7	Game controller SDL left stick button.
@GlobalScope	enum-value	JOY_BUTTON_RIGHT_STICK	JoyButton.JOY_BUTTON_RIGHT_STICK = 8	Game controller SDL right stick button.
@GlobalScope	enum-value	JOY_BUTTON_LEFT_SHOULDER	JoyButton.JOY_BUTTON_LEFT_SHOULDER = 9	Game controller SDL left shoulder button.
@GlobalScope	enum-value	JOY_BUTTON_RIGHT_SHOULDER	JoyButton.JOY_BUTTON_RIGHT_SHOULDER = 10	Game controller SDL right shoulder button.
@GlobalScope	enum-value	JOY_BUTTON_DPAD_UP	JoyButton.JOY_BUTTON_DPAD_UP = 11	Game controller D-pad up button.
