# Godot class reference — one row per member
# class	kind	name	signature	brief
MenuBar	theme-item	font_focus_color	color Color font_focus_color	Text used when the menu item is focused.
MenuBar	theme-item	font_hover_color	color Color font_hover_color	Text used when the menu item is being hovered.
MenuBar	theme-item	font_hover_pressed_color	color Color font_hover_pressed_color	Text used when the menu item is being hovered and pressed.
MenuBar	theme-item	font_outline_color	color Color font_outline_color	The tint of text outline of the menu item.
MenuBar	theme-item	font_pressed_color	color Color font_pressed_color	Text used when the menu item is being pressed.
MenuBar	theme-item	h_separation	constant int h_separation	The horizontal space between menu items.
MenuBar	theme-item	outline_size	constant int outline_size	The size of the text outline.
MenuBar	theme-item	font	font Font font	of the menu item's text.
MenuBar	theme-item	font_size	font_size int font_size	Font size of the menu item's text.
MenuBar	theme-item	disabled	style StyleBox disabled	used when the menu item is disabled.
MenuBar	theme-item	disabled_mirrored	style StyleBox disabled_mirrored	used when the menu item is disabled (for right-to-left layouts).
MenuBar	theme-item	hover	style StyleBox hover	used when the menu item is being hovered.
MenuBar	theme-item	hover_mirrored	style StyleBox hover_mirrored	used when the menu item is being hovered (for right-to-left layouts).
MenuBar	theme-item	hover_pressed	style StyleBox hover_pressed	used when the menu item is being pressed and hovered at the same time.
MenuBar	theme-item	hover_pressed_mirrored	style StyleBox hover_pressed_mirrored	used when the menu item is being pressed and hovered at the same time (for right-to-left layouts).
MenuBar	theme-item	normal	style StyleBox normal	Default for the menu item.
MenuBar	theme-item	normal_mirrored	style StyleBox normal_mirrored	Default for the menu item (for right-to-left layouts).
MenuBar	theme-item	pressed	style StyleBox pressed	used when the menu item is being pressed.
MenuBar	theme-item	pressed_mirrored	style StyleBox pressed_mirrored	used when the menu item is being pressed (for right-to-left layouts).
MenuButton	method	get_popup	PopupMenu get_popup() const	Returns the contained in this button.
MenuButton	method	set_disable_shortcuts	void set_disable_shortcuts(disabled: bool)	If true, shortcuts are disabled and cannot be used to trigger the button.
MenuButton	method	show_popup	void show_popup()	Adjusts popup position and sizing for the , then shows the .
MenuButton	signal	about_to_popup	void about_to_popup()	Emitted when the of this MenuButton is about to show.
MenuButton	property	action_mode	int action_mode = 0	
MenuButton	property	flat	bool flat = true	
MenuButton	property	focus_mode	int focus_mode = 3	
MenuButton	property	item_count	int item_count = 0	The number of items currently in the list.
MenuButton	property	popup/item_{index}/checkable	int popup/item_{index}/checkable = 0	The checkable item type of the item at index.
MenuButton	property	popup/item_{index}/checked	bool popup/item_{index}/checked = false	If true, the item at index is checked.
MenuButton	property	popup/item_{index}/disabled	bool popup/item_{index}/disabled = false	If true, the item at index is disabled.
MenuButton	property	popup/item_{index}/icon	Texture2D popup/item_{index}/icon	The icon of the item at index.
MenuButton	property	popup/item_{index}/id	int popup/item_{index}/id = 0	The ID of the item at index.
MenuButton	property	popup/item_{index}/separator	bool popup/item_{index}/separator = false	If true, the item at index is a separator.
MenuButton	property	popup/item_{index}/text	String popup/item_{index}/text = ""	The text of the item at index.
MenuButton	property	switch_on_hover	bool switch_on_hover = false	If true, when the cursor hovers above another within the same parent which also has enabled, it will close the current and open the other one.
MenuButton	property	toggle_mode	bool toggle_mode = true	
Mesh	method	_get_aabb	AABB _get_aabb() virtual required const	Virtual method to override the for a custom class extending .
Mesh	method	_get_blend_shape_count	int _get_blend_shape_count() virtual required const	Virtual method to override the number of blend shapes for a custom class extending .
Mesh	method	_get_blend_shape_name	StringName _get_blend_shape_name(index: int) virtual required const	Virtual method to override the retrieval of blend shape names for a custom class extending .
Mesh	method	_get_surface_count	int _get_surface_count() virtual required const	Virtual method to override the surface count for a custom class extending .
Mesh	method	_set_blend_shape_name	void _set_blend_shape_name(index: int, name: StringName) virtual required	Virtual method to override the names of blend shapes for a custom class extending .
Mesh	method	_surface_get_array_index_len	int _surface_get_array_index_len(index: int) virtual required const	Virtual method to override the surface array index length for a custom class extending .
Mesh	method	_surface_get_array_len	int _surface_get_array_len(index: int) virtual required const	Virtual method to override the surface array length for a custom class extending .
Mesh	method	_surface_get_arrays	Array _surface_get_arrays(index: int) virtual required const	Virtual method to override the surface arrays for a custom class extending .
Mesh	method	_surface_get_blend_shape_arrays	Array[] _surface_get_blend_shape_arrays(index: int) virtual required const	Virtual method to override the blend shape arrays for a custom class extending .
Mesh	method	_surface_get_format	int _surface_get_format(index: int) virtual required const	Virtual method to override the surface format for a custom class extending .
Mesh	method	_surface_get_lods	Dictionary _surface_get_lods(index: int) virtual required const	Virtual method to override the surface LODs for a custom class extending .
Mesh	method	_surface_get_material	Material _surface_get_material(index: int) virtual required const	Virtual method to override the surface material for a custom class extending .
Mesh	method	_surface_get_primitive_type	int _surface_get_primitive_type(index: int) virtual required const	Virtual method to override the surface primitive type for a custom class extending .
Mesh	method	_surface_set_material	void _surface_set_material(index: int, material: Material) virtual required	Virtual method to override the setting of a at the given for a custom class extending .
Mesh	method	create_convex_shape	ConvexPolygonShape3D create_convex_shape(clean: bool = true, simplify: bool = false) const	Calculate a from the mesh.
Mesh	method	create_outline	Mesh create_outline(margin: float) const	Calculate an outline mesh at a defined offset (margin) from the original mesh.
Mesh	method	create_placeholder	Resource create_placeholder() const	Creates a placeholder version of this resource ().
Mesh	method	create_trimesh_shape	ConcavePolygonShape3D create_trimesh_shape() const	Calculate a from the mesh.
Mesh	method	generate_triangle_mesh	TriangleMesh generate_triangle_mesh() const	Generate a from the mesh.
Mesh	method	get_aabb	AABB get_aabb() const	Returns the smallest enclosing this mesh in local space.
Mesh	method	get_faces	PackedVector3Array get_faces() const	Returns all the vertices that make up the faces of the mesh.
Mesh	method	get_surface_count	int get_surface_count() const	Returns the number of surfaces that the holds.
Mesh	method	surface_get_arrays	Array surface_get_arrays(surf_idx: int) const	Returns the arrays for the vertices, normals, UVs, etc.
Mesh	method	surface_get_blend_shape_arrays	Array[] surface_get_blend_shape_arrays(surf_idx: int) const	Returns the blend shape arrays for the requested surface.
Mesh	method	surface_get_material	Material surface_get_material(surf_idx: int) const	Returns a in a given surface.
Mesh	method	surface_set_material	void surface_set_material(surf_idx: int, material: Material)	Sets a for a given surface.
Mesh	property	lightmap_size_hint	Vector2i lightmap_size_hint = Vector2i(0, 0)	Sets a hint to be used for lightmap resolution.
Mesh	enum-value	PRIMITIVE_POINTS	PrimitiveType.PRIMITIVE_POINTS = 0	Render array as points (one vertex equals one point).
Mesh	enum-value	PRIMITIVE_LINES	PrimitiveType.PRIMITIVE_LINES = 1	Render array as lines (every two vertices a line is created).
Mesh	enum-value	PRIMITIVE_LINE_STRIP	PrimitiveType.PRIMITIVE_LINE_STRIP = 2	Render array as line strip.
Mesh	enum-value	PRIMITIVE_TRIANGLES	PrimitiveType.PRIMITIVE_TRIANGLES = 3	Render array as triangles (every three vertices a triangle is created).
Mesh	enum-value	PRIMITIVE_TRIANGLE_STRIP	PrimitiveType.PRIMITIVE_TRIANGLE_STRIP = 4	Render array as triangle strips.
Mesh	enum-value	ARRAY_VERTEX	ArrayType.ARRAY_VERTEX = 0	, , or of vertex positions.
Mesh	enum-value	ARRAY_NORMAL	ArrayType.ARRAY_NORMAL = 1	of vertex normals.
Mesh	enum-value	ARRAY_TANGENT	ArrayType.ARRAY_TANGENT = 2	of vertex tangents.
Mesh	enum-value	ARRAY_COLOR	ArrayType.ARRAY_COLOR = 3	of vertex colors.
Mesh	enum-value	ARRAY_TEX_UV	ArrayType.ARRAY_TEX_UV = 4	for UV coordinates.
Mesh	enum-value	ARRAY_TEX_UV2	ArrayType.ARRAY_TEX_UV2 = 5	for second UV coordinates.
Mesh	enum-value	ARRAY_CUSTOM0	ArrayType.ARRAY_CUSTOM0 = 6	Contains custom color channel 0. if (format >> Mesh.ARRAY_FORMAT_CUSTOM0_SHIFT) & Mesh.ARRAY_FORMAT_CUSTOM_MASK is , , , or .
Mesh	enum-value	ARRAY_CUSTOM1	ArrayType.ARRAY_CUSTOM1 = 7	Contains custom color channel 1. if (format >> Mesh.ARRAY_FORMAT_CUSTOM1_SHIFT) & Mesh.ARRAY_FORMAT_CUSTOM_MASK is , , , or .
Mesh	enum-value	ARRAY_CUSTOM2	ArrayType.ARRAY_CUSTOM2 = 8	Contains custom color channel 2. if (format >> Mesh.ARRAY_FORMAT_CUSTOM2_SHIFT) & Mesh.ARRAY_FORMAT_CUSTOM_MASK is , , , or .
Mesh	enum-value	ARRAY_CUSTOM3	ArrayType.ARRAY_CUSTOM3 = 9	Contains custom color channel 3. if (format >> Mesh.ARRAY_FORMAT_CUSTOM3_SHIFT) & Mesh.ARRAY_FORMAT_CUSTOM_MASK is , , , or .
Mesh	enum-value	ARRAY_BONES	ArrayType.ARRAY_BONES = 10	or of bone indices.
Mesh	enum-value	ARRAY_WEIGHTS	ArrayType.ARRAY_WEIGHTS = 11	or of bone weights in the range 0.0 to 1.0 (inclusive).
Mesh	enum-value	ARRAY_INDEX	ArrayType.ARRAY_INDEX = 12	of integers used as indices referencing vertices, colors, normals, tangents, and textures.
Mesh	enum-value	ARRAY_MAX	ArrayType.ARRAY_MAX = 13	Represents the size of the enum.
Mesh	enum-value	ARRAY_CUSTOM_RGBA8_UNORM	ArrayCustomFormat.ARRAY_CUSTOM_RGBA8_UNORM = 0	Indicates this custom channel contains unsigned normalized byte colors from 0 to 1, encoded as .
Mesh	enum-value	ARRAY_CUSTOM_RGBA8_SNORM	ArrayCustomFormat.ARRAY_CUSTOM_RGBA8_SNORM = 1	Indicates this custom channel contains signed normalized byte colors from -1 to 1, encoded as .
Mesh	enum-value	ARRAY_CUSTOM_RG_HALF	ArrayCustomFormat.ARRAY_CUSTOM_RG_HALF = 2	Indicates this custom channel contains half precision float colors, encoded as .
Mesh	enum-value	ARRAY_CUSTOM_RGBA_HALF	ArrayCustomFormat.ARRAY_CUSTOM_RGBA_HALF = 3	Indicates this custom channel contains half precision float colors, encoded as .
Mesh	enum-value	ARRAY_CUSTOM_R_FLOAT	ArrayCustomFormat.ARRAY_CUSTOM_R_FLOAT = 4	Indicates this custom channel contains full float colors, in a .
Mesh	enum-value	ARRAY_CUSTOM_RG_FLOAT	ArrayCustomFormat.ARRAY_CUSTOM_RG_FLOAT = 5	Indicates this custom channel contains full float colors, in a .
Mesh	enum-value	ARRAY_CUSTOM_RGB_FLOAT	ArrayCustomFormat.ARRAY_CUSTOM_RGB_FLOAT = 6	Indicates this custom channel contains full float colors, in a .
Mesh	enum-value	ARRAY_CUSTOM_RGBA_FLOAT	ArrayCustomFormat.ARRAY_CUSTOM_RGBA_FLOAT = 7	Indicates this custom channel contains full float colors, in a .
Mesh	enum-value	ARRAY_CUSTOM_MAX	ArrayCustomFormat.ARRAY_CUSTOM_MAX = 8	Represents the size of the enum.
Mesh	enum-value	ARRAY_FORMAT_VERTEX	ArrayFormat.ARRAY_FORMAT_VERTEX = 1	Mesh array contains vertices.
Mesh	enum-value	ARRAY_FORMAT_NORMAL	ArrayFormat.ARRAY_FORMAT_NORMAL = 2	Mesh array contains normals.
Mesh	enum-value	ARRAY_FORMAT_TANGENT	ArrayFormat.ARRAY_FORMAT_TANGENT = 4	Mesh array contains tangents.
Mesh	enum-value	ARRAY_FORMAT_COLOR	ArrayFormat.ARRAY_FORMAT_COLOR = 8	Mesh array contains colors.
Mesh	enum-value	ARRAY_FORMAT_TEX_UV	ArrayFormat.ARRAY_FORMAT_TEX_UV = 16	Mesh array contains UVs.
Mesh	enum-value	ARRAY_FORMAT_TEX_UV2	ArrayFormat.ARRAY_FORMAT_TEX_UV2 = 32	Mesh array contains second UV.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM0	ArrayFormat.ARRAY_FORMAT_CUSTOM0 = 64	Mesh array contains custom channel index 0.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM1	ArrayFormat.ARRAY_FORMAT_CUSTOM1 = 128	Mesh array contains custom channel index 1.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM2	ArrayFormat.ARRAY_FORMAT_CUSTOM2 = 256	Mesh array contains custom channel index 2.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM3	ArrayFormat.ARRAY_FORMAT_CUSTOM3 = 512	Mesh array contains custom channel index 3.
Mesh	enum-value	ARRAY_FORMAT_BONES	ArrayFormat.ARRAY_FORMAT_BONES = 1024	Mesh array contains bones.
Mesh	enum-value	ARRAY_FORMAT_WEIGHTS	ArrayFormat.ARRAY_FORMAT_WEIGHTS = 2048	Mesh array contains bone weights.
Mesh	enum-value	ARRAY_FORMAT_INDEX	ArrayFormat.ARRAY_FORMAT_INDEX = 4096	Mesh array uses indices.
Mesh	enum-value	ARRAY_FORMAT_BLEND_SHAPE_MASK	ArrayFormat.ARRAY_FORMAT_BLEND_SHAPE_MASK = 7	Mask of mesh channels permitted in blend shapes.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM_BASE	ArrayFormat.ARRAY_FORMAT_CUSTOM_BASE = 13	Shift of first custom channel.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM_BITS	ArrayFormat.ARRAY_FORMAT_CUSTOM_BITS = 3	Number of format bits per custom channel.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM0_SHIFT	ArrayFormat.ARRAY_FORMAT_CUSTOM0_SHIFT = 13	Amount to shift for custom channel index 0.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM1_SHIFT	ArrayFormat.ARRAY_FORMAT_CUSTOM1_SHIFT = 16	Amount to shift for custom channel index 1.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM2_SHIFT	ArrayFormat.ARRAY_FORMAT_CUSTOM2_SHIFT = 19	Amount to shift for custom channel index 2.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM3_SHIFT	ArrayFormat.ARRAY_FORMAT_CUSTOM3_SHIFT = 22	Amount to shift for custom channel index 3.
Mesh	enum-value	ARRAY_FORMAT_CUSTOM_MASK	ArrayFormat.ARRAY_FORMAT_CUSTOM_MASK = 7	Mask of custom format bits per custom channel.
Mesh	enum-value	ARRAY_COMPRESS_FLAGS_BASE	ArrayFormat.ARRAY_COMPRESS_FLAGS_BASE = 25	Shift of first compress flag.
Mesh	enum-value	ARRAY_FLAG_USE_2D_VERTICES	ArrayFormat.ARRAY_FLAG_USE_2D_VERTICES = 33554432	Flag used to mark that the array contains 2D vertices.
Mesh	enum-value	ARRAY_FLAG_USE_DYNAMIC_UPDATE	ArrayFormat.ARRAY_FLAG_USE_DYNAMIC_UPDATE = 67108864	Flag used to mark that the mesh data will use GL_DYNAMIC_DRAW on GLES.
Mesh	enum-value	ARRAY_FLAG_USE_8_BONE_WEIGHTS	ArrayFormat.ARRAY_FLAG_USE_8_BONE_WEIGHTS = 134217728	Flag used to mark that the mesh contains up to 8 bone influences per vertex.
Mesh	enum-value	ARRAY_FLAG_USES_EMPTY_VERTEX_ARRAY	ArrayFormat.ARRAY_FLAG_USES_EMPTY_VERTEX_ARRAY = 268435456	Flag used to mark that the mesh intentionally contains no vertex array.
Mesh	enum-value	ARRAY_FLAG_COMPRESS_ATTRIBUTES	ArrayFormat.ARRAY_FLAG_COMPRESS_ATTRIBUTES = 536870912	Flag used to mark that a mesh is using compressed attributes (vertices, normals, tangents, UVs).
Mesh	enum-value	BLEND_SHAPE_MODE_NORMALIZED	BlendShapeMode.BLEND_SHAPE_MODE_NORMALIZED = 0	Blend shapes are normalized.
Mesh	enum-value	BLEND_SHAPE_MODE_RELATIVE	BlendShapeMode.BLEND_SHAPE_MODE_RELATIVE = 1	Blend shapes are relative to base weight.
MeshConvexDecompositionSettings	property	convex_hull_approximation	bool convex_hull_approximation = true	If true, uses approximation for computing convex hulls.
MeshConvexDecompositionSettings	property	convex_hull_downsampling	int convex_hull_downsampling = 4	Controls the precision of the convex-hull generation process during the clipping plane selection stage.
MeshConvexDecompositionSettings	property	max_concavity	float max_concavity = 1.0	Maximum concavity.
MeshConvexDecompositionSettings	property	max_convex_hulls	int max_convex_hulls = 1	The maximum number of convex hulls to produce from the merge operation.
MeshConvexDecompositionSettings	property	max_num_vertices_per_convex_hull	int max_num_vertices_per_convex_hull = 32	Controls the maximum number of triangles per convex-hull.
MeshConvexDecompositionSettings	property	min_volume_per_convex_hull	float min_volume_per_convex_hull = 0.0001	Controls the adaptive sampling of the generated convex-hulls.
MeshConvexDecompositionSettings	property	mode	int mode = 0	Mode for the approximate convex decomposition.
MeshConvexDecompositionSettings	property	normalize_mesh	bool normalize_mesh = false	If true, normalizes the mesh before applying the convex decomposition.
MeshConvexDecompositionSettings	property	plane_downsampling	int plane_downsampling = 4	Controls the granularity of the search for the "best" clipping plane.
MeshConvexDecompositionSettings	property	project_hull_vertices	bool project_hull_vertices = true	If true, projects output convex hull vertices onto the original source mesh to increase floating-point accuracy of the results.
MeshConvexDecompositionSettings	property	resolution	int resolution = 10000	Maximum number of voxels generated during the voxelization stage.
MeshConvexDecompositionSettings	property	revolution_axes_clipping_bias	float revolution_axes_clipping_bias = 0.05	Controls the bias toward clipping along revolution axes.
MeshConvexDecompositionSettings	property	symmetry_planes_clipping_bias	float symmetry_planes_clipping_bias = 0.05	Controls the bias toward clipping along symmetry planes.
MeshConvexDecompositionSettings	enum-value	CONVEX_DECOMPOSITION_MODE_VOXEL	Mode.CONVEX_DECOMPOSITION_MODE_VOXEL = 0	Constant for voxel-based approximate convex decomposition.
MeshConvexDecompositionSettings	enum-value	CONVEX_DECOMPOSITION_MODE_TETRAHEDRON	Mode.CONVEX_DECOMPOSITION_MODE_TETRAHEDRON = 1	Constant for tetrahedron-based approximate convex decomposition.
MeshDataTool	method	clear	void clear()	Clears all data currently in MeshDataTool.
MeshDataTool	method	commit_to_surface	int commit_to_surface(mesh: ArrayMesh, compression_flags: int = 0)	Adds a new surface to specified with edited data.
MeshDataTool	method	create_from_surface	int create_from_surface(mesh: ArrayMesh, surface: int)	Uses specified surface of given to populate data for MeshDataTool.
MeshDataTool	method	get_edge_count	int get_edge_count() const	Returns the number of edges in this .
MeshDataTool	method	get_edge_faces	PackedInt32Array get_edge_faces(idx: int) const	Returns array of faces that touch given edge.
MeshDataTool	method	get_edge_meta	Variant get_edge_meta(idx: int) const	Returns meta information assigned to given edge.
MeshDataTool	method	get_edge_vertex	int get_edge_vertex(idx: int, vertex: int) const	Returns the index of the specified connected to the edge at index .
MeshDataTool	method	get_face_count	int get_face_count() const	Returns the number of faces in this .
MeshDataTool	method	get_face_edge	int get_face_edge(idx: int, edge: int) const	Returns the edge associated with the face at index .
MeshDataTool	method	get_face_meta	Variant get_face_meta(idx: int) const	Returns the metadata associated with the given face.
MeshDataTool	method	get_face_normal	Vector3 get_face_normal(idx: int) const	Calculates and returns the face normal of the given face.
MeshDataTool	method	get_face_vertex	int get_face_vertex(idx: int, vertex: int) const	Returns the specified vertex index of the given face.
MeshDataTool	method	get_format	int get_format() const	Returns the 's format as a combination of the flags.
MeshDataTool	method	get_material	Material get_material() const	Returns the material assigned to the .
MeshDataTool	method	get_vertex	Vector3 get_vertex(idx: int) const	Returns the position of the given vertex.
MeshDataTool	method	get_vertex_bones	PackedInt32Array get_vertex_bones(idx: int) const	Returns the bones of the given vertex.
MeshDataTool	method	get_vertex_color	Color get_vertex_color(idx: int) const	Returns the color of the given vertex.
MeshDataTool	method	get_vertex_count	int get_vertex_count() const	Returns the total number of vertices in .
MeshDataTool	method	get_vertex_edges	PackedInt32Array get_vertex_edges(idx: int) const	Returns an array of edges that share the given vertex.
MeshDataTool	method	get_vertex_faces	PackedInt32Array get_vertex_faces(idx: int) const	Returns an array of faces that share the given vertex.
MeshDataTool	method	get_vertex_meta	Variant get_vertex_meta(idx: int) const	Returns the metadata associated with the given vertex.
MeshDataTool	method	get_vertex_normal	Vector3 get_vertex_normal(idx: int) const	Returns the normal of the given vertex.
MeshDataTool	method	get_vertex_tangent	Plane get_vertex_tangent(idx: int) const	Returns the tangent of the given vertex.
MeshDataTool	method	get_vertex_uv	Vector2 get_vertex_uv(idx: int) const	Returns the UV of the given vertex.
MeshDataTool	method	get_vertex_uv2	Vector2 get_vertex_uv2(idx: int) const	Returns the UV2 of the given vertex.
MeshDataTool	method	get_vertex_weights	PackedFloat32Array get_vertex_weights(idx: int) const	Returns bone weights of the given vertex.
MeshDataTool	method	set_edge_meta	void set_edge_meta(idx: int, meta: Variant)	Sets the metadata of the given edge.
MeshDataTool	method	set_face_meta	void set_face_meta(idx: int, meta: Variant)	Sets the metadata of the given face.
MeshDataTool	method	set_material	void set_material(material: Material)	Sets the material to be used by newly-constructed .
MeshDataTool	method	set_vertex	void set_vertex(idx: int, vertex: Vector3)	Sets the position of the given vertex.
MeshDataTool	method	set_vertex_bones	void set_vertex_bones(idx: int, bones: PackedInt32Array)	Sets the bones of the given vertex.
MeshDataTool	method	set_vertex_color	void set_vertex_color(idx: int, color: Color)	Sets the color of the given vertex.
MeshDataTool	method	set_vertex_meta	void set_vertex_meta(idx: int, meta: Variant)	Sets the metadata associated with the given vertex.
MeshDataTool	method	set_vertex_normal	void set_vertex_normal(idx: int, normal: Vector3)	Sets the normal of the given vertex.
MeshDataTool	method	set_vertex_tangent	void set_vertex_tangent(idx: int, tangent: Plane)	Sets the tangent of the given vertex.
MeshDataTool	method	set_vertex_uv	void set_vertex_uv(idx: int, uv: Vector2)	Sets the UV of the given vertex.
MeshDataTool	method	set_vertex_uv2	void set_vertex_uv2(idx: int, uv2: Vector2)	Sets the UV2 of the given vertex.
MeshDataTool	method	set_vertex_weights	void set_vertex_weights(idx: int, weights: PackedFloat32Array)	Sets the bone weights of the given vertex.
MeshInstance2D	signal	texture_changed	void texture_changed()	Emitted when the is changed.
MeshInstance2D	property	mesh	Mesh mesh	The that will be drawn by the .
MeshInstance2D	property	texture	Texture2D texture	The that will be used if using the default .
MeshInstance3D	method	bake_mesh_from_current_blend_shape_mix	ArrayMesh bake_mesh_from_current_blend_shape_mix(existing: ArrayMesh = null)	Takes a snapshot from the current with all blend shapes applied according to their current weights and bakes it to the provided mesh.
MeshInstance3D	method	bake_mesh_from_current_skeleton_pose	ArrayMesh bake_mesh_from_current_skeleton_pose(existing: ArrayMesh = null)	Takes a snapshot of the current animated skeleton pose of the skinned mesh and bakes it to the provided mesh.
MeshInstance3D	method	create_convex_collision	void create_convex_collision(clean: bool = true, simplify: bool = false)	This helper creates a child node with a collision shape calculated from the mesh geometry.
MeshInstance3D	method	create_debug_tangents	void create_debug_tangents()	This helper creates a child node with gizmos at every vertex calculated from the mesh geometry.
MeshInstance3D	method	create_multiple_convex_collisions	void create_multiple_convex_collisions(settings: MeshConvexDecompositionSettings = null)	This helper creates a child node with multiple collision shapes calculated from the mesh geometry via convex decomposition.
MeshInstance3D	method	create_trimesh_collision	void create_trimesh_collision()	This helper creates a child node with a collision shape calculated from the mesh geometry.
MeshInstance3D	method	find_blend_shape_by_name	int find_blend_shape_by_name(name: StringName)	Returns the index of the blend shape with the given .
MeshInstance3D	method	get_active_material	Material get_active_material(surface: int) const	Returns the that will be used by the when drawing.
MeshInstance3D	method	get_blend_shape_count	int get_blend_shape_count() const	Returns the number of blend shapes available.
MeshInstance3D	method	get_blend_shape_value	float get_blend_shape_value(blend_shape_idx: int) const	Returns the value of the blend shape at the given .
MeshInstance3D	method	get_skin_reference	SkinReference get_skin_reference() const	Returns the internal containing the skeleton's attached to this RID.
MeshInstance3D	method	get_surface_override_material	Material get_surface_override_material(surface: int) const	Returns the override for the specified of the resource.
MeshInstance3D	method	get_surface_override_material_count	int get_surface_override_material_count() const	Returns the number of surface override materials.
MeshInstance3D	method	set_blend_shape_value	void set_blend_shape_value(blend_shape_idx: int, value: float)	Sets the value of the blend shape at to .
MeshInstance3D	method	set_surface_override_material	void set_surface_override_material(surface: int, material: Material)	Sets the override for the specified of the resource.
MeshInstance3D	property	mesh	Mesh mesh	The resource for the instance.
MeshInstance3D	property	skeleton	NodePath skeleton = NodePath("")	to the associated with the instance.
MeshInstance3D	property	skin	Skin skin	The to be used by this instance.
MeshLibrary	method	clear	void clear()	Clears the library.
MeshLibrary	method	create_item	void create_item(id: int)	Creates a new item in the library with the given ID.
MeshLibrary	method	find_item_by_name	int find_item_by_name(name: String) const	Returns the first item with the given name, or -1 if no item is found.
MeshLibrary	method	get_item_count	int get_item_count() const	Returns the number of items present in the library.
MeshLibrary	method	get_item_list	PackedInt32Array get_item_list() const	Returns the list of item IDs in use.
MeshLibrary	method	get_item_mesh	Mesh get_item_mesh(id: int) const	Returns the item's mesh.
MeshLibrary	method	get_item_mesh_cast_shadow	int get_item_mesh_cast_shadow(id: int) const	Returns the item's shadow casting mode.
MeshLibrary	method	get_item_mesh_transform	Transform3D get_item_mesh_transform(id: int) const	Returns the transform applied to the item's mesh.
MeshLibrary	method	get_item_name	String get_item_name(id: int) const	Returns the item's name.
MeshLibrary	method	get_item_navigation_layers	int get_item_navigation_layers(id: int) const	Returns the item's navigation layers bitmask.
MeshLibrary	method	get_item_navigation_mesh	NavigationMesh get_item_navigation_mesh(id: int) const	Returns the item's navigation mesh.
MeshLibrary	method	get_item_navigation_mesh_transform	Transform3D get_item_navigation_mesh_transform(id: int) const	Returns the transform applied to the item's navigation mesh.
MeshLibrary	method	get_item_preview	Texture2D get_item_preview(id: int) const	When running in the editor, returns a generated item preview (a 3D rendering in isometric perspective).
MeshLibrary	method	get_item_shapes	Array get_item_shapes(id: int) const	Returns an item's collision shapes.
MeshLibrary	method	get_last_unused_item_id	int get_last_unused_item_id() const	Gets an unused ID for a new item.
MeshLibrary	method	remove_item	void remove_item(id: int)	Removes the item.
MeshLibrary	method	set_item_mesh	void set_item_mesh(id: int, mesh: Mesh)	Sets the item's mesh.
MeshLibrary	method	set_item_mesh_cast_shadow	void set_item_mesh_cast_shadow(id: int, shadow_casting_setting: int)	Sets the item's shadow casting mode to .
MeshLibrary	method	set_item_mesh_transform	void set_item_mesh_transform(id: int, mesh_transform: Transform3D)	Sets the transform to apply to the item's mesh.
MeshLibrary	method	set_item_name	void set_item_name(id: int, name: String)	Sets the item's name.
MeshLibrary	method	set_item_navigation_layers	void set_item_navigation_layers(id: int, navigation_layers: int)	Sets the item's navigation layers bitmask.
MeshLibrary	method	set_item_navigation_mesh	void set_item_navigation_mesh(id: int, navigation_mesh: NavigationMesh)	Sets the item's navigation mesh.
MeshLibrary	method	set_item_navigation_mesh_transform	void set_item_navigation_mesh_transform(id: int, navigation_mesh: Transform3D)	Sets the transform to apply to the item's navigation mesh.
MeshLibrary	method	set_item_preview	void set_item_preview(id: int, texture: Texture2D)	Sets a texture to use as the item's preview icon in the editor.
MeshLibrary	method	set_item_shapes	void set_item_shapes(id: int, shapes: Array)	Sets an item's collision shapes.
MeshTexture	property	base_texture	Texture2D base_texture	Sets the base texture that the Mesh will use to draw.
MeshTexture	property	image_size	Vector2 image_size = Vector2(0, 0)	Sets the size of the image, needed for reference.
MeshTexture	property	mesh	Mesh mesh	Sets the mesh used to draw.
MeshTexture	property	resource_local_to_scene	bool resource_local_to_scene = false	
MethodTweener	method	set_delay	MethodTweener set_delay(delay: float)	Sets the time in seconds after which the will start interpolating.
MethodTweener	method	set_ease	MethodTweener set_ease(ease: int)	Sets the type of used easing from .
MethodTweener	method	set_trans	MethodTweener set_trans(trans: int)	Sets the type of used transition from .
MissingNode	property	original_class	String original_class	The name of the class this node was supposed to be (see ).
MissingNode	property	original_scene	String original_scene	Returns the path of the scene this node was instance of originally.
MissingNode	property	recording_properties	bool recording_properties	If true, allows new properties to be set along with existing ones.
MissingNode	property	recording_signals	bool recording_signals	If true, allows new signals to be connected to along with existing ones.
MissingResource	property	original_class	String original_class	The name of the class this resource was supposed to be (see ).
MissingResource	property	recording_properties	bool recording_properties	If set to true, allows new properties to be added on top of the existing ones with .
MobileVRInterface	property	display_to_lens	float display_to_lens = 4.0	The distance between the display and the lenses inside of the device in centimeters.
